,src,dest,total_voltage
7260,51111,51117,115.0
7261,39165,39027,138.0
7262,51197,51021,69.0
7263,54055,51021,69.0
7264,39097,39023,276.0
7265,51107,51153,115.0
7266,51083,51147,230.0
7267,05019,05109,115.0
7268,37143,37041,230.0
7269,37007,45025,115.0
7270,51087,51075,230.0
7271,21227,21213,169.0
7272,37029,37139,169.0
7273,51003,51109,169.0
7274,39061,39165,138.0
7275,39105,39127,69.0
7276,51037,51031,115.0
7277,47185,47141,161.0
7278,21005,21211,69.0
7279,39053,39087,138.0
7280,51111,51135,115.0
7281,21093,21027,138.0
7282,37085,37101,230.0
7283,39163,39009,138.0
7284,12086,12099,500.0
7285,37161,45083,100.0
7286,13157,13011,115.0
7287,18059,18057,169.0
7288,13139,13311,126.97699408284024
7289,24045,24047,69.0
7290,21171,47027,69.0
7291,51047,51061,115.0
7292,51175,51800,230.0
7293,51037,51011,115.0
7294,20175,20189,115.0
7295,12119,12017,500.0
7296,12023,12047,115.0
7297,12047,13101,230.0
7298,13149,13077,730.0
7299,01063,01025,230.0
7300,28065,28077,69.0
7301,28091,28065,299.0
7302,28091,28065,115.0
7303,28039,28131,69.0
7304,28147,28077,115.0
7305,28065,28077,414.0
7306,28127,28077,115.0
7307,28091,28031,69.0
7308,28065,28127,345.0
7309,28067,28031,230.0
7310,28127,28031,161.0
7311,28129,28067,69.0
7312,28065,28073,69.0
7313,28067,28035,138.0
7314,28067,28035,69.0
7315,28035,28111,138.0
7316,28067,28031,69.0
7317,28153,28067,69.0
7318,28153,28061,230.0
7319,28011,28133,115.0
7320,01087,01081,115.0
7321,13287,13277,169.0
7322,13289,13153,115.0
7323,28047,28131,115.0
7324,13133,13301,115.0
7325,22117,22103,230.0
7326,22103,22089,230.0
7327,13209,13161,169.0
7328,13269,13197,169.0
7329,37107,37191,230.0
7330,22049,22061,126.97699408284024
7331,01065,01125,230.0
7332,01051,01081,115.0
7333,13077,13063,500.0
7334,13037,13099,115.0
7335,13267,13109,115.0
7336,13269,13263,230.0
7337,01131,01025,115.0
7338,13243,13273,115.0
7339,13077,13113,115.0
7340,13201,13099,115.0
7341,13315,13017,115.0
7342,13027,13275,230.0
7343,13133,13211,115.0
7344,01091,01025,115.0
7345,13201,13087,115.0
7346,01117,01027,230.0
7347,39067,54051,138.0
7348,13317,13301,115.0
7349,45063,45003,115.0
7350,28161,28107,161.0
7351,01101,01041,115.0
7352,27043,19109,69.0
7353,31041,31175,169.0
7354,13025,13127,169.0
7355,13179,13029,115.0
7356,13077,13199,115.0
7357,01047,01085,115.0
7358,13093,13153,338.0
7359,12127,12031,500.0
7360,12027,12081,230.0
7361,39095,39063,345.0
7362,19041,19109,345.0
7363,13235,13153,115.0
7364,39097,39041,169.0
7365,19035,19193,345.0
7366,47081,47101,161.0
7367,19023,19033,161.0
7368,39065,39003,345.0
7369,01113,13053,169.0
7370,31089,46017,345.0
7371,37065,37147,126.97699408284024
7372,01027,13045,230.0
7373,28037,28113,230.0
7374,31089,31121,345.0
7375,41035,41037,1500.0
7376,41025,41037,500.0
7377,41017,41037,1615.0
7378,41017,41031,1299.0
7379,41017,41013,753.0
7380,41031,41013,500.0
7381,41035,41029,500.0
7382,41019,41029,615.0
7383,41039,41019,730.0
7384,41039,41047,500.0
7385,41039,41047,500.0
7386,41043,41047,1190.0
7387,41005,41047,787.0
7388,41005,41067,1190.0
7389,41009,41067,730.0
7390,41055,41047,500.0
7391,53005,41047,500.0
7392,41055,41047,500.0
7393,41021,41055,615.0
7394,41021,53005,500.0
7395,41021,41055,615.0
7396,41055,41031,500.0
7397,41055,41031,1000.0
7398,41005,41051,1075.0
7399,41005,53005,500.0
7400,41005,41065,730.0
7401,41055,41065,1000.0
7402,41055,41059,500.0
7403,41055,53039,500.0
7404,53005,53039,500.0
7405,41021,41049,1759.0
7406,41049,41059,753.0
7407,53041,41009,500.0
7408,53041,41009,500.0
7409,53027,53041,500.0
7410,53067,53041,937.0
7411,53033,53041,500.0
7412,53053,53033,1742.0
7413,53061,53033,1880.0
7414,53061,53073,1000.0
7415,53061,53017,1190.0
7416,53037,53033,2230.0
7417,53005,53037,500.0
7418,53037,53017,1345.0
7419,53025,53037,1190.0
7420,53005,53025,960.0
7421,53005,53017,500.0
7422,53071,41059,960.0
7423,53005,53071,1000.0
7424,53071,53075,500.0
7425,53071,53075,500.0
7426,53075,53023,684.0
7427,16069,53023,500.0
7428,16035,16069,500.0
7429,53063,53017,500.0
7430,30061,53063,500.0
7431,16035,30061,500.0
7432,30061,30089,500.0
7433,30077,30061,1000.0
7434,30077,30111,1000.0
7435,30087,30111,1000.0
7436,16073,41025,500.0
7437,16073,16053,500.0
7438,53071,53021,960.0
7439,53011,41059,345.0
7440,53033,53017,345.0
7441,16053,16077,345.0
7442,16067,16077,575.0
7443,16053,16067,690.0
7444,16077,16005,1311.0
7445,16011,16077,483.0
7446,16029,16011,575.0
7447,16029,56037,345.0
7448,56037,16005,690.0
7449,49003,16005,1035.0
7450,49003,49035,1035.0
7451,49003,49011,345.0
7452,49011,49035,345.0
7453,49035,49023,1518.0
7454,49023,49041,690.0
7455,49023,49027,828.0
7456,49035,49049,1035.0
7457,49023,49015,345.0
7458,49047,49023,345.0
7459,49049,49015,690.0
7460,49041,49015,690.0
7461,49001,49027,414.0
7462,49021,49041,575.0
7463,49037,49015,345.0
7464,49021,49053,345.0
7465,49047,08081,414.0
7466,35045,49037,345.0
7467,08103,08081,483.0
7468,08103,08045,632.5
7469,08077,08045,483.0
7470,08077,08085,345.0
7471,08085,08067,345.0
7472,35045,08067,460.0
7473,08081,08123,345.0
7474,56031,08123,345.0
7475,56031,08087,345.0
7476,08035,08101,690.0
7477,08035,08041,805.0
7478,56031,31033,345.0
7479,56031,31157,575.0
7480,08005,08087,345.0
7481,08005,08073,575.0
7482,53025,53067,287.0
7483,41035,06093,299.0
7484,06093,41029,345.0
7485,41033,41029,299.0
7486,41033,41019,230.0
7487,41019,41011,575.0
7488,41015,41011,345.0
7489,41039,41019,690.0
7490,41039,41041,230.0
7491,41043,41003,690.0
7492,41035,41017,345.0
7493,41017,41013,460.0
7494,41017,41065,230.0
7495,41039,41043,690.0
7496,41039,41043,483.0
7497,41043,41047,460.0
7498,41031,41047,230.0
7499,41047,41053,460.0
7500,41065,41047,230.0
7501,41051,41065,230.0
7502,41071,41067,460.0
7503,41057,41071,230.0
7504,41005,41067,805.0
7505,41005,41027,230.0
7506,41021,41043,230.0
7507,41043,41065,230.0
7508,41051,41067,1265.0
7509,41051,53011,690.0
7510,41051,53059,460.0
7511,53011,53059,230.0
7512,53011,53059,460.0
7513,53015,53011,230.0
7514,53015,53059,230.0
7515,41051,41009,460.0
7516,41007,41009,575.0
7517,53015,41009,805.0
7518,53015,53041,460.0
7519,53027,53067,230.0
7520,53045,53067,920.0
7521,53045,53027,230.0
7522,53031,53045,690.0
7523,53009,53031,598.0
7524,53045,53035,805.0
7525,53077,53059,230.0
7526,41065,53039,575.0
7527,41055,41065,115.0
7528,41065,41027,115.0
7529,41051,41027,115.0
7530,53059,53039,115.0
7531,41051,53011,460.0
7532,53015,53011,115.0
7533,41033,06015,115.0
7534,41033,06015,115.0
7535,41033,06093,69.0
7536,41035,06093,138.0
7537,06093,06049,69.0
7538,41035,06049,69.0
7539,41017,41037,115.0
7540,41003,41041,230.0
7541,41003,41041,184.0
7542,41003,41053,115.0
7543,41043,41053,230.0
7544,41057,41053,115.0
7545,41057,41067,115.0
7546,41047,41067,115.0
7547,41017,41025,115.0
7548,06037,41065,1000.0
7549,41071,41067,287.0
7550,41051,41067,345.0
7551,41007,53069,115.0
7552,41021,41069,115.0
7553,41049,41059,460.0
7554,53005,41059,345.0
7555,53021,41059,230.0
7556,41061,41059,230.0
7557,53049,53069,115.0
7558,53049,53041,115.0
7559,53053,53041,230.0
7560,53049,53027,184.0
7561,53027,53067,115.0
7562,53053,53067,230.0
7563,53053,53033,1610.0
7564,53073,53057,805.0
7565,53037,53017,230.0
7566,53077,53039,230.0
7567,53005,53077,575.0
7568,53005,53077,460.0
7569,53037,53077,115.0
7570,53007,53017,1564.0
7571,53025,53017,1765.0
7572,53047,53017,460.0
7573,53047,53017,230.0
7574,53025,53017,3943.0
7575,53025,53019,115.0
7576,53025,53043,115.0
7577,53025,53063,690.0
7578,53043,53063,115.0
7579,53005,53025,1150.0
7580,53005,53021,460.0
7581,53005,53021,460.0
7582,53005,53001,115.0
7583,53071,53013,460.0
7584,53013,53023,115.0
7585,16069,53075,115.0
7586,53025,53001,345.0
7587,53065,53063,414.0
7588,53051,53063,460.0
7589,53065,53051,575.0
7590,53065,53019,115.0
7591,30089,16055,230.0
7592,53051,16017,230.0
7593,16021,16017,230.0
7594,30053,16021,230.0
7595,30053,30089,230.0
7596,30029,30053,230.0
7597,30029,30053,115.0
7598,30029,30047,115.0
7599,30029,30089,230.0
7600,30089,30063,230.0
7601,30023,30093,368.0
7602,16031,16067,414.0
7603,16031,16067,552.0
7604,16023,16037,529.0
7605,16043,30031,115.0
7606,16043,16081,115.0
7607,16043,16011,161.0
7608,16019,16011,690.0
7609,56039,16081,115.0
7610,56039,16019,115.0
7611,16019,16081,115.0
7612,16019,16011,276.0
7613,41005,41051,805.0
7614,08081,08107,529.0
7615,56021,08057,460.0
7616,49047,08107,138.0
7617,08107,08057,230.0
7618,30085,30055,598.0
7619,30087,30017,230.0
7620,30055,30021,230.0
7621,30105,30055,299.0
7622,30071,30105,299.0
7623,30071,30005,230.0
7624,30005,30041,230.0
7625,30017,30021,230.0
7626,38007,30021,230.0
7627,30017,30025,230.0
7628,30087,30111,230.0
7629,30003,30111,276.0
7630,30003,30111,644.0
7631,30087,30003,414.0
7632,30107,30111,230.0
7633,30023,30077,529.0
7634,30023,16033,230.0
7635,30077,30063,529.0
7636,30013,30049,414.0
7637,30023,30007,230.0
7638,30007,30067,345.0
7639,30067,30111,230.0
7640,30089,30063,230.0
7641,30077,30049,299.0
7642,30089,16017,230.0
7643,16055,16017,230.0
7644,06049,41037,115.0
7645,41035,41037,115.0
7646,41033,41029,184.0
7647,49003,56023,230.0
7648,30073,30099,138.0
7649,56033,30003,460.0
7650,56033,56005,230.0
7651,56005,56019,368.0
7652,56033,56019,230.0
7653,56013,56017,230.0
7654,56013,56017,299.0
7655,56029,56017,230.0
7656,56029,56003,529.0
7657,56029,56003,345.0
7658,56029,30003,230.0
7659,30073,30099,368.0
7660,30013,30099,552.0
7661,30073,30101,230.0
7662,30073,30035,138.0
7663,30013,30099,69.0
7664,49009,56037,368.0
7665,56037,56023,575.0
7666,49033,56023,299.0
7667,16041,56023,230.0
7668,56035,56023,529.0
7669,56013,56037,230.0
7670,56013,56025,575.0
7671,56013,56025,345.0
7672,56037,56025,230.0
7673,56037,56007,460.0
7674,56037,56007,379.5
7675,56007,56009,230.0
7676,56009,56025,460.0
7677,56009,56025,575.0
7678,56031,56009,184.0
7679,56031,56009,345.0
7680,56009,31157,230.0
7681,56019,56025,230.0
7682,56005,56009,230.0
7683,56045,56005,230.0
7684,08081,08045,345.0
7685,08049,08107,230.0
7686,08049,08107,138.0
7687,08081,08107,138.0
7688,08103,08081,138.0
7689,08037,08107,230.0
7690,08049,08117,345.0
7691,08093,08117,230.0
7692,08065,08093,529.0
7693,08037,08065,345.0
7694,08065,08045,230.0
7695,08065,08117,115.0
7696,08019,08117,230.0
7697,08049,08019,115.0
7698,08049,08117,115.0
7699,08037,08097,149.5
7700,08037,08097,115.0
7701,08037,08045,230.0
7702,08085,08045,230.0
7703,08077,08045,299.0
7704,08125,08087,230.0
7705,08125,31029,230.0
7706,08121,08087,230.0
7707,08121,08125,230.0
7708,08073,08121,115.0
7709,08077,08085,115.0
7710,08029,08085,115.0
7711,08033,08085,115.0
7712,08083,08033,230.0
7713,08083,35045,230.0
7714,08083,08085,230.0
7715,08083,08067,115.0
7716,08007,08067,115.0
7717,08111,08067,115.0
7718,08113,08111,115.0
7719,08113,08085,149.5
7720,08051,08085,115.0
7721,08051,08053,115.0
7722,08051,08015,115.0
7723,08003,08015,230.0
7724,08015,08085,230.0
7725,08043,08015,230.0
7726,08105,08015,115.0
7727,08105,08003,299.0
7728,08065,08015,115.0
7729,08043,08015,230.0
7730,08043,08041,230.0
7731,08043,08101,230.0
7732,08101,08041,920.0
7733,08101,08041,115.0
7734,08055,08101,368.0
7735,08101,08089,184.0
7736,08101,08089,115.0
7737,08101,08099,230.0
7738,08009,08099,115.0
7739,08011,08099,414.0
7740,08099,08089,230.0
7741,08073,08041,345.0
7742,08055,08101,230.0
7743,35007,08055,230.0
7744,08055,08071,195.5
7745,08093,08035,230.0
7746,08093,08119,115.0
7747,08041,08119,115.0
7748,08019,08059,230.0
7749,08019,08059,230.0
7750,08123,08087,460.0
7751,08035,08005,690.0
7752,08005,08087,690.0
7753,08035,08059,345.0
7754,08013,08014,230.0
7755,08013,08059,414.0
7756,08123,08087,230.0
7757,08075,08087,345.0
7758,31033,08075,345.0
7759,08069,08123,690.0
7760,08123,56021,345.0
7761,08013,08123,460.0
7762,08013,08123,575.0
7763,08125,08063,115.0
7764,08073,08063,345.0
7765,08001,08123,1035.0
7766,08001,08123,690.0
7767,08001,08059,345.0
7768,08005,08001,805.0
7769,08039,08073,529.0
7770,08125,08075,230.0
7771,08125,08095,115.0
7772,08075,08095,115.0
7773,08023,08003,69.0
7774,08017,08063,230.0
7775,08003,08109,69.0
7776,08021,08003,138.0
7777,08023,08021,69.0
7778,08105,08003,138.0
7779,08105,08109,69.0
7780,08105,08109,69.0
7781,08105,08079,69.0
7782,08003,08109,69.0
7783,08015,08109,69.0
7784,08013,08014,345.0
7785,08014,08123,184.0
7786,08059,08014,115.0
7787,08001,08059,115.0
7788,08001,08014,115.0
7789,08013,08059,230.0
7790,08059,08014,230.0
7791,08031,08059,345.0
7792,08031,08059,690.0
7793,08031,08001,989.0
7794,08031,08001,460.0
7795,08035,08005,460.0
7796,08031,08035,230.0
7797,08031,08005,920.0
7798,56001,56007,460.0
7799,56005,56009,230.0
7800,56005,46081,230.0
7801,56045,46047,230.0
7802,46047,31157,230.0
7803,46047,46103,230.0
7804,56045,46081,230.0
7805,30013,30035,115.0
7806,30043,30093,299.0
7807,30067,30097,184.0
7808,30095,30097,115.0
7809,30095,30111,230.0
7810,31045,31157,230.0
7811,46103,31045,230.0
7812,38001,46105,230.0
7813,38001,38011,230.0
7814,38087,30025,230.0
7815,30021,30079,115.0
7816,30017,30079,115.0
7817,30013,30041,230.0
7818,30015,30041,299.0
7819,30015,30013,299.0
7820,30101,30051,115.0
7821,30051,30041,115.0
7822,30083,30021,184.0
7823,30055,30021,184.0
7824,30035,30101,345.0
7825,30063,30047,230.0
7826,30089,30047,276.0
7827,16079,30089,69.0
7828,30031,30007,230.0
7829,30031,30007,299.0
7830,16079,30089,299.0
7831,30061,30089,69.0
7832,30023,30063,345.0
7833,30081,30063,184.0
7834,30061,30063,69.0
7835,16059,30001,69.0
7836,16059,30001,69.0
7837,30057,30031,184.0
7838,30057,30001,115.0
7839,30037,30111,230.0
7840,30037,30065,115.0
7841,30065,30111,115.0
7842,30027,30107,138.0
7843,30013,30107,299.0
7844,56007,56025,230.0
7845,56007,56025,230.0
7846,56001,56021,230.0
7847,56021,31157,230.0
7848,31165,56027,69.0
7849,56037,56023,46.0
7850,56041,56037,207.0
7851,56039,56023,69.0
7852,16019,56023,115.0
7853,30083,38053,184.0
7854,30039,30077,69.0
7855,30085,30105,46.0
7856,30035,30101,115.0
7857,30055,30033,69.0
7858,16051,16019,115.0
7859,16043,16051,115.0
7860,56017,56043,264.5
7861,56005,56011,69.0
7862,30031,30067,115.0
7863,30031,30067,184.0
7864,30021,30025,69.0
7865,30037,30107,322.0
7866,30045,30107,69.0
7867,30027,30045,138.0
7868,56003,56043,138.0
7869,56001,56007,345.0
7870,56001,56021,115.0
7871,56015,56021,230.0
7872,56015,31157,483.0
7873,56031,56021,230.0
7874,56031,56027,69.0
7875,56031,56015,345.0
7876,56019,56025,230.0
7877,56045,56011,69.0
7878,56041,56023,115.0
7879,56041,56023,115.0
7880,49033,56041,138.0
7881,49043,56041,115.0
7882,56003,30003,69.0
7883,56003,30003,69.0
7884,56031,56021,69.0
7885,30083,38105,184.0
7886,30085,38105,460.0
7887,30023,30093,115.0
7888,30023,30001,115.0
7889,30001,30093,115.0
7890,30057,30031,138.0
7891,30057,30093,69.0
7892,30013,30045,184.0
7893,30103,30111,69.0
7894,16043,30031,46.0
7895,30049,30043,207.0
7896,30049,30007,69.0
7897,16051,16065,299.0
7898,16051,16011,322.0
7899,16051,16019,276.0
7900,16051,16033,184.0
7901,16023,16033,230.0
7902,16043,16065,69.0
7903,30001,16051,115.0
7904,16011,16077,276.0
7905,16077,16005,207.0
7906,16011,16005,138.0
7907,16023,16077,230.0
7908,16013,16067,138.0
7909,16071,16077,230.0
7910,16023,16011,391.0
7911,16041,16029,368.0
7912,16041,16029,230.0
7913,16067,16077,345.0
7914,16023,16011,115.0
7915,16041,16077,230.0
7916,16041,49005,138.0
7917,16041,49005,138.0
7918,49003,16041,690.0
7919,49003,16071,299.0
7920,16029,56023,207.0
7921,16053,16067,368.0
7922,16083,16053,920.0
7923,16013,16031,138.0
7924,16013,16077,138.0
7925,16083,16031,138.0
7926,16083,16031,138.0
7927,16053,16047,437.0
7928,16083,16047,207.0
7929,16025,16047,138.0
7930,16025,16013,138.0
7931,16025,16013,138.0
7932,16083,16053,391.0
7933,16039,16083,414.0
7934,16039,16001,782.0
7935,16001,16047,230.0
7936,16039,16047,276.0
7937,16053,16001,230.0
7938,16039,16053,230.0
7939,49003,16031,322.0
7940,16083,16047,391.0
7941,16039,16073,138.0
7942,16039,16073,276.0
7943,16027,16073,230.0
7944,16039,16001,138.0
7945,16073,16001,138.0
7946,16087,16001,920.0
7947,16045,16001,138.0
7948,16027,16001,575.0
7949,16027,16001,575.0
7950,16027,16075,230.0
7951,16045,16075,69.0
7952,16075,41045,299.0
7953,16087,16075,460.0
7954,16087,16003,207.0
7955,41001,16003,138.0
7956,16085,16003,69.0
7957,16027,16075,138.0
7958,16069,16057,230.0
7959,16069,41001,230.0
7960,16069,53075,299.0
7961,16069,53003,529.0
7962,53051,16017,115.0
7963,53063,16055,460.0
7964,16075,41045,368.0
7965,16045,16075,138.0
7966,16085,16045,69.0
7967,16087,41045,138.0
7968,16087,41045,115.0
7969,41023,41025,138.0
7970,16043,16081,69.0
7971,49035,49045,322.0
7972,49011,49035,897.0
7973,16085,16003,69.0
7974,16035,16057,138.0
7975,16009,16057,299.0
7976,53075,16009,230.0
7977,16061,16049,69.0
7978,16061,16049,69.0
7979,16061,16069,69.0
7980,16079,16009,230.0
7981,16009,16055,69.0
7982,16079,16055,115.0
7983,16009,53063,345.0
7984,16055,16017,69.0
7985,16079,16055,115.0
7986,16061,16035,115.0
7987,41001,41045,115.0
7988,41023,41001,207.0
7989,16029,16005,115.0
7990,49035,49049,276.0
7991,53075,53063,115.0
7992,53063,16055,299.0
7993,53075,16057,345.0
7994,49019,49015,138.0
7995,49007,49015,276.0
7996,49041,49053,345.0
7997,49021,49053,230.0
7998,30085,30019,115.0
7999,30087,30017,115.0
8000,30087,30075,115.0
8001,30013,30049,69.0
8002,30057,30001,69.0
8003,56029,56017,115.0
8004,49035,49043,253.0
8005,53075,53063,115.0
8006,53043,53063,253.0
8007,49019,49037,207.0
8008,32033,49027,460.0
8009,04005,49041,230.0
8010,49027,49041,368.0
8011,49049,49051,138.0
8012,49049,49007,425.5
8013,30105,30019,230.0
8014,30043,30007,115.0
8015,16029,56023,115.0
8016,41025,41045,115.0
8017,56031,56027,69.0
8018,41061,41001,69.0
8019,53075,16057,115.0
8020,41061,41063,115.0
8021,53071,41059,575.0
8022,41021,41049,264.5
8023,41027,53039,115.0
8024,41065,41069,230.0
8025,41065,41031,69.0
8026,41017,41031,69.0
8027,41005,41047,115.0
8028,08009,08099,69.0
8029,08035,08039,115.0
8030,08035,08039,115.0
8031,08039,08041,115.0
8032,08017,08063,115.0
8033,08099,08061,69.0
8034,08043,08119,115.0
8035,08031,08005,230.0
8036,08115,08075,115.0
8037,08115,31049,115.0
8038,08115,31049,115.0
8039,31029,08095,115.0
8040,08005,08001,115.0
8041,08049,08069,69.0
8042,08049,08057,115.0
8043,08029,08051,184.0
8044,08091,08111,115.0
8045,49047,08103,276.0
8046,49047,49009,276.0
8047,49007,49013,138.0
8048,49043,49051,230.0
8049,32013,41045,115.0
8050,16027,41045,69.0
8051,16027,41045,69.0
8052,16087,41001,805.0
8053,41061,41001,230.0
8054,53071,41063,230.0
8055,08011,08089,69.0
8056,08043,08119,69.0
8057,08035,08059,115.0
8058,08013,08069,115.0
8059,08123,56021,368.0
8060,08069,08123,299.0
8061,49047,49013,345.0
8062,49049,49023,391.0
8063,49023,49039,138.0
8064,53061,53073,920.0
8065,53061,53057,690.0
8066,53025,53077,230.0
8067,53025,53071,230.0
8068,53013,53003,230.0
8069,53075,53001,115.0
8070,16063,16013,138.0
8071,16063,16053,207.0
8072,53037,53033,368.0
8073,53005,53039,345.0
8074,49001,49021,172.5
8075,49001,49041,138.0
8076,53061,53033,345.0
8077,53053,53067,345.0
8078,53007,53017,2300.0
8079,49003,49011,230.0
8080,30081,30063,138.0
8081,53065,53043,230.0
8082,53025,53043,115.0
8083,53065,53043,115.0
8084,53053,53045,362.0
8085,49011,49057,897.0
8086,49003,49057,828.0
8087,49003,49005,299.0
8088,49003,49005,138.0
8089,16041,16007,138.0
8090,53067,53041,230.0
8091,16015,16045,69.0
8092,49011,49043,69.0
8093,49029,49057,230.0
8094,49029,49057,230.0
8095,16051,16033,7.5
8096,53025,53047,500.0
8097,53025,53047,5000.0
8098,41051,53059,1150.0
8099,53075,53013,500.0
8100,49001,49027,345.0
8101,41065,53039,1150.0
8102,16039,16083,276.0
8103,16087,41063,230.0
8104,30059,30107,169.0
8105,30023,30039,34.5
8106,30023,30039,69.0
8107,49035,49045,253.0
8108,08125,08063,115.0
8109,49025,49017,230.0
8110,49025,04005,345.0
8111,49025,49017,138.0
8112,49045,49023,138.0
8113,49043,56041,115.0
8114,53025,53037,230.0
8115,49011,49057,115.0
8116,49003,49057,115.0
8117,08121,08125,115.0
8118,30009,30111,299.0
8119,30009,30111,69.0
8120,30049,30099,115.0
8121,53043,53001,115.0
8122,53025,53001,115.0
8123,41009,41067,115.0
8124,30027,30045,69.0
8125,30015,30045,132.0
8126,31033,31049,69.0
8127,30037,30111,69.0
8128,41007,41057,115.0
8129,41041,41053,230.0
8130,41001,41045,138.0
8131,16073,41045,115.0
8132,41025,41045,115.0
8133,56029,56039,115.0
8134,56029,56039,46.0
8135,56029,30067,115.0
8136,16073,16047,46.0
8137,16063,16047,69.0
8138,41053,41071,172.0
8139,41023,41025,115.0
8140,49033,16007,207.0
8141,49033,56023,69.0
8142,16041,16005,69.0
8143,16073,32007,46.0
8144,53015,53041,69.0
8145,53057,53029,138.0
8146,53071,53023,500.0
8147,53013,53023,253.0
8148,53023,53003,115.0
8149,16069,53003,115.0
8150,53075,53013,69.0
8151,16009,16055,115.0
8152,16087,41001,115.0
8153,41001,16003,115.0
8154,41063,16003,69.0
8155,49007,49015,322.0
8156,16015,16001,69.0
8157,49017,49031,115.0
8158,49041,49031,69.0
8159,49041,49031,115.0
8160,49055,49031,138.0
8161,49041,49039,276.0
8162,49023,49039,138.0
8163,49017,49055,69.0
8164,53075,53023,500.0
8165,30039,30063,69.0
8166,30057,30043,69.0
8167,30049,30043,69.0
8168,53057,53055,115.0
8169,49003,32007,115.0
8170,32003,04005,1000.0
8171,49053,04015,115.0
8172,49047,08103,69.0
8173,56045,56011,69.0
8174,08113,08033,115.0
8175,08075,08123,138.0
8176,08075,08087,115.0
8177,30015,30099,69.0
8178,30051,30041,138.0
8179,30015,30051,69.0
8180,30015,30013,69.0
8181,30015,30041,69.0
8182,30005,30041,69.0
8183,30071,30005,69.0
8184,30085,30105,69.0
8185,30085,30083,69.0
8186,30019,30091,69.0
8187,38023,30091,69.0
8188,38105,30091,184.0
8189,30085,30091,69.0
8190,30085,30083,69.0
8191,30083,30021,69.0
8192,30109,30021,138.0
8193,30109,30025,69.0
8194,30025,30011,69.0
8195,38087,30025,138.0
8196,38033,30109,69.0
8197,30075,30011,115.0
8198,56011,30011,115.0
8199,56011,46019,115.0
8200,30087,30103,69.0
8201,30027,30069,69.0
8202,30069,30065,69.0
8203,30087,30065,69.0
8204,30037,30065,184.0
8205,30095,30111,69.0
8206,30095,30097,69.0
8207,30009,30095,69.0
8208,56029,30009,69.0
8209,56003,56043,69.0
8210,41043,41003,115.0
8211,41003,41053,69.0
8212,41047,41053,115.0
8213,32003,49053,345.0
8214,49051,49013,138.0
8215,49033,56041,69.0
8216,53021,53001,299.0
8217,49037,08085,34.5
8218,08013,08047,34.5
8219,53071,53021,115.0
8220,53021,53001,69.0
8221,53007,53033,115.0
8222,56005,56019,115.0
8223,56045,56005,138.0
8224,56015,56027,69.0
8225,56015,31007,69.0
8226,56021,31105,69.0
8227,08033,49037,69.0
8228,49049,49023,138.0
8229,08029,08085,69.0
8230,49027,06071,500.0
8231,49027,06071,500.0
8232,49029,49043,69.0
8233,49029,56041,69.0
8234,49003,49045,69.0
8235,08093,08059,115.0
8236,20055,08099,138.0
8237,53047,53019,46.0
8238,53061,53029,69.0
8239,08091,08085,69.0
8240,08089,08025,161.0
8241,08073,08025,46.0
8242,08005,08039,69.0
8243,08043,08027,69.0
8244,08014,08123,69.0
8245,08097,08045,34.5
8246,08059,08047,69.0
8247,08065,08117,69.0
8248,08037,08065,345.0
8249,08037,08117,115.0
8250,08007,08067,34.5
8251,08083,08033,69.0
8252,32003,04015,1334.0
8253,48069,48117,253.0
8254,48069,48279,115.0
8255,48279,48189,575.0
8256,48189,48153,184.0
8257,48453,48491,690.0
8258,48101,48345,230.0
8259,48191,48345,69.0
8260,48125,48345,230.0
8261,48045,48437,69.0
8262,48125,48433,138.0
8263,48107,48153,69.0
8264,48269,48433,138.0
8265,48263,48433,69.0
8266,48263,48125,46.0
8267,48107,48303,230.0
8268,48303,48189,391.0
8269,48279,48219,138.0
8270,48079,48219,345.0
8271,48445,48219,184.0
8272,48303,48169,69.0
8273,48445,48305,69.0
8274,48165,48445,138.0
8275,48415,48033,414.0
8276,48415,48169,69.0
8277,48415,48033,552.0
8278,48415,48335,552.0
8279,48339,48201,552.0
8280,48415,48335,414.0
8281,48227,48335,1035.0
8282,06025,04027,69.0
8283,48441,48353,621.0
8284,48441,48353,207.0
8285,48353,48227,138.0
8286,48423,48499,69.0
8287,48441,48253,207.0
8288,48417,48059,69.0
8289,48417,48447,69.0
8290,48083,48059,69.0
8291,48275,48269,69.0
8292,48275,48207,483.0
8293,48275,48023,138.0
8294,48009,48023,69.0
8295,04013,04019,230.0
8296,48485,48009,345.0
8297,48485,48077,138.0
8298,04021,04019,1196.0
8299,48483,48075,138.0
8300,48337,48077,253.0
8301,48337,48497,345.0
8302,48077,48237,115.0
8303,48503,48077,115.0
8304,48337,48097,276.0
8305,48053,48299,759.0
8306,06071,06065,1511.0
8307,06013,06077,175.0
8308,48085,48181,368.0
8309,48181,48147,483.0
8310,48181,48147,184.0
8311,35037,35009,69.0
8312,48289,48395,138.0
8313,48277,48387,276.0
8314,06037,06111,1184.0
8315,48037,48067,46.0
8316,48067,48343,138.0
8317,48449,48067,69.0
8318,48449,48159,184.0
8319,48449,48159,46.0
8320,06083,06111,592.0
8321,06083,06111,66.0
8322,48499,48459,115.0
8323,48159,48063,115.0
8324,48067,48343,138.0
8325,48499,48159,253.0
8326,48315,48459,46.0
8327,48459,48063,161.0
8328,48315,48203,115.0
8329,48459,48183,253.0
8330,48467,48379,138.0
